FAMILLE,TICKET_ID,MOIS_VENTE,PRIX_NET,UNIVERS,MAILLE,LIBELLE,CLI_ID
SOINS DU CORPS,36484339,12,1.17,CORPS_LAIT HUILE PLAISIRNATURE,CORPS_HYDR_LAIT_HUILE,LAIT MURE PN2 FL50ML,871952861
SOINS DU VISAGE,36484339,12,12.5,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,871952861
HYGIENE,36484339,12,0.72,HYG_BAIN SEL HUILE PERLE,HYG_PLAISIRNAT_BAIN_SAVON,CUBE DE BAIN MURE PN2 20G,871952861
HYGIENE,36484339,12,3.87,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD MURE PN2 FL400ML,871952861
HYGIENE,36484339,12,2.07,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,PETIT SAVON MURE PN 50G VPM,871952861
PARFUMAGE,36484339,12,2.97,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT MURE PN2 20ML,871952861
PARFUMAGE,34754914,7,6.45,PARF_EAUX DE COLOGNE,PARF_PARFUM,EDC THE VERT VAPO 125ML  F . V,874683704
PARFUMAGE,34754914,7,8.5,PARF_APRES RASAGE,PARF_HOMME,ARA SPLASH HOGGAR 100ML,874683704
PARFUMAGE,35044280,8,26.5,PARF_PARF ET EAU DE PARF,PARF_PARFUM,EDP EVIDENCE VAPO 100ML,874683704
HYGIENE,35044280,8,3.0,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 MAGNOLIA FL 200ML,874683704
HYGIENE,35044280,8,1.95,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 MAGNOLIA FL 200ML,874683704
HYGIENE,36269261,12,1.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM FRUITS NOIRS 200 ML,874683704
HYGIENE,36269261,12,1.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM FRUITS NOIRS 200 ML,874683704
HYGIENE,36269261,12,1.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM 200ml FRUITS ROUGES,874683704
HYGIENE,36269261,12,1.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM 200ml FRUITS ROUGES,874683704
SOINS DU VISAGE,36269261,12,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+FERMETE JOUR P50ml SV40,874683704
SOINS DU VISAGE,36269261,12,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,ESSENCE RIDES  FERMETE SV3 30ML,874683704
HYGIENE,33170055,1,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 AMANDE  FL 200ML,875544749
HYGIENE,33170055,1,3.0,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 MACADAMIA FL 200ML,875544749
HYGIENE,33170055,1,1.95,HYG_DOUCHE FRAICHEUR VEG,HYG_AUTRES,FRAICHEUR SH DCHE CHEVREF 200,875544749
HYGIENE,33170055,1,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM COTON D'INDE FL200ML,875544749
HYGIENE,33170055,1,3.9,HYG_DOUCHE FRAICHEUR VEG,HYG_AUTRES,GEL MOUSS THE VERT FV FL200 REF,875544749
HYGIENE,33170055,1,1.95,HYG_DOUCHE FRAICHEUR VEG,HYG_AUTRES,GEL MOUSS FL200 VERVEINE FV,875544749
MAQUILLAGE,33170055,1,8.95,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASCARA LONG NOIR 01 CN3 8ML,875544749
HYGIENE,33170055,1,1.95,HYG_DOUCHE CULTUREBIO,HYG_CULTUREBIO,BIO CREME DOUCHE KARITE 200 ML,875544749
HYGIENE,33170055,1,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM RIZ DU LAOS FL 200ML,875544749
HYGIENE,33170055,1,1.5,HYG_DOUCHE HOMMES,HYG_HOMME,GEL DOUCHE FRAICHEUR 200ML,875544749
HYGIENE,33170055,1,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LAVANDIN DE PROVENCE 200ML,875544749
HYGIENE,33170055,1,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 GRENADE FL200ML,875544749
HYGIENE,33170055,1,4.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 TIARE FL 200ML,875544749
HYGIENE,33170055,1,4.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LOTUS FL200ML,875544749
HYGIENE,33170055,1,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD FL200ML JDM PAMPLEMOUSSE,875544749
MAQUILLAGE,33170055,1,3.0,MAQ_LEV BRILLANT,MAQ_LEV_BASPRIX,"GLOSS RGE/ORANG IT/COL AOUT13 L4 4,5ML",875544749
CAPILLAIRES,34051635,5,3.54,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC DEMEL 3EN1 SH 300ML,875544749
HYGIENE,34051635,5,3.9,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 TIARE FL 200ML,875544749
HYGIENE,34051635,5,1.95,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LOTUS FL200ML,875544749
HYGIENE,34051635,5,3.0,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 COTON  FL 200ML,875544749
HYGIENE,34051635,5,3.0,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 COTON  FL 200ML,875544749
HYGIENE,35380532,9,3.95,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT FRAMBOISE T200 ML,875544749
HYGIENE,35380532,9,3.0,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 COTON  FL 200ML,875544749
HYGIENE,35380532,9,3.33,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 MAGNOLIA FL 200ML,875544749
HYGIENE,35380532,9,4.5,HYG_DOUCHE HOMMES,HYG_HOMME,GEL DOUCHE FRAICHEUR 200ML,875544749
HYGIENE,35380532,9,3.34,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 TIARE FL 200ML,875544749
HYGIENE,35380532,9,3.33,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LOTUS FL200ML,875544749
MAQUILLAGE,33361937,2,9.75,MAQ_TEINT Poudres,MAQ_TEINT,POUDRE MATITE TRES CLAIR CN3 8G,885685574
HYGIENE,33361937,2,13.9,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO PARFUME 100ML EVIDENCE,885685574
MAQUILLAGE,33361937,2,3.9,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,"CRAY KHOL BLEU NUIT 51 LUM4 1,3gr",885685574
HYGIENE,33643503,3,1.95,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,UMAJ GD CERISIERS FL200ML,885685574
PARFUMAGE,33643503,3,13.0,PARF_EAUX PARFUMS,PARF_PARFUM,EDT  UMAJ  100ML  CERISIERS EN FLEURS,885685574
HYGIENE,33643503,3,1.8,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 COTON  FL 200ML,885685574
MAQUILLAGE,34302943,6,1.95,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,"CRAY KHOL BRUN 71 LUM4 1,3gr",885685574
SOINS DU VISAGE,34302943,6,1.25,VIS_SOIN LEVRES,VIS_JEUNE_ET_LEVRE,BAUME LEVRES NUTRI 4G,885685574
MAQUILLAGE,34302943,6,1.95,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,"CRAY KHOL BLEU NUIT 51 LUM4 1,3gr",885685574
MAQUILLAGE,34365467,6,1.95,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,"CRAY KHOL NOIR 81 LUM4 1,3gr",885685574
HYGIENE,34560272,6,3.95,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT VANILLE T200 ML,885685574
HYGIENE,34560272,6,3.95,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT MURE T200 ML,885685574
HYGIENE,34560272,6,1.95,HYG_DOUCHE MONOI,HYG_MONOI_ET_EDIT_SPEC,MDT SD DES LAGONS 150 ML,885685574
HYGIENE,34560272,6,1.95,HYG_DOUCHE CULTUREBIO,HYG_CULTUREBIO,BIO MIEL DOUCHE 200ML,885685574
HYGIENE,34560272,6,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LOTUS FL200ML,885685574
HYGIENE,34560272,6,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 COTON  FL 200ML,885685574
SOINS DU VISAGE,34929791,7,1.25,VIS_SOIN LEVRES,VIS_JEUNE_ET_LEVRE,BAUME LEVR SENT FRAMBOISE 4G,885685574
MAQUILLAGE,34929791,7,1.95,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,"CRAY KHOL BLEU NUIT 51 LUM4 1,3gr",885685574
SOINS DU VISAGE,34116965,5,2.95,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GOMM ABRICOT  BTE CROQUER T50,891310909
HYGIENE,34391342,6,1.95,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 MACADAMIA FL 200ML,899091438
MAQUILLAGE,34391342,6,1.95,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO PARME 41 LUMINELLE4 3ML,899091438
HYGIENE,34391342,6,1.95,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 THE VERT FL200ML,899091438
CAPILLAIRES,34704561,7,2.95,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC DEMEL 3EN1 SH 300ML,899091438
SOINS DU CORPS,34704561,7,5.45,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,BIO LAIT NUTRI CORPS FI 200ML,899091438
SOINS DU VISAGE,34807831,7,3.45,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,NUTRI GEL NETT T125ML,899091438
SOINS DU VISAGE,34807831,7,3.95,VIS_LOTIONS Jeunes Specifique,VIS_JEUNE_ET_LEVRE,NUTRI TONIQUE CONFORT F200ML,899091438
CAPILLAIRES,35992137,11,3.95,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC REPARATION SH 300ML,899091438
HYGIENE,35992137,11,1.95,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 CAFE FL 200ML,899091438
SOINS DU VISAGE,33741352,3,7.3,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,900369806
CAPILLAIRES,33102558,1,2.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC DOUCEUR SH 300ML,901003498
HYGIENE,33102558,1,1.95,HYG_DOUCHE FRAICHEUR VEG,HYG_AUTRES,GEL MOUSS THE VERT FV FL200 REF,901003498
PARFUMAGE,33102558,1,12.5,PARF_EAUX HOMMES,PARF_HOMME,EDT NATURE HOMME VAPO 50ML,901003498
HYGIENE,33102558,1,1.95,HYG_DOUCHE FRAICHEUR VEG,HYG_AUTRES,GEL MOUSS FL200 VERVEINE FV,901003498
CAPILLAIRES,33102558,1,8.85,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,901003498
PARFUMAGE,33102558,1,8.5,PARF_APRES RASAGE,PARF_HOMME,ARA NATURE POUR HOMME 75ML,901003498
HYGIENE,33102558,1,1.5,HYG_DOUCHE HOMMES,HYG_HOMME,GEL DOUCHE FRAICHEUR 200ML,901003498
HYGIENE,33102558,1,1.5,HYG_DOUCHE HOMMES,HYG_HOMME,GEL DOUCHE FRAICHEUR VETIVER 200ML,901003498
CAPILLAIRES,33506366,3,2.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC ANTIPELL SH TRAITANT FL200ML,901003498
PARFUMAGE,33506366,3,12.5,PARF_EAUX HOMMES,PARF_HOMME,EDT NATURE HOMME VAPO 50ML,901003498
HYGIENE,33506366,3,2.45,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,UMAJ GD CERISIERS FL200ML,901003498
CAPILLAIRES,33506366,3,2.95,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,901003498
PARFUMAGE,33506366,3,8.5,PARF_APRES RASAGE,PARF_HOMME,ARA NATURE POUR HOMME 75ML,901003498
HYGIENE,33506366,3,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LAVANDIN DE PROVENCE 200ML,901003498
HYGIENE,33506366,3,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 THE VERT FL200ML,901003498
PARFUMAGE,33807357,4,12.5,PARF_EAUX HOMMES,PARF_HOMME,EDT NATURE HOMME VAPO 50ML,901003498
CAPILLAIRES,33807357,4,3.95,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,901003498
MAQUILLAGE,33807357,4,1.67,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO ROSE SORBET 12 LUM4 3ML,901003498
MAQUILLAGE,33807357,4,1.66,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO ORCHIDE ROSE ETE13 ANI LU4 3ML,901003498
PARFUMAGE,33807357,4,8.5,PARF_APRES RASAGE,PARF_HOMME,ARA NATURE POUR HOMME 75ML,901003498
MAQUILLAGE,33807357,4,1.67,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO MENTHE64 IT/COL FEV14 LU4 3ML,901003498
MAQUILLAGE,33807357,4,1.67,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO VERT ACIDULE63 IT/COL FEV14 LU4 3ML,901003498
MAQUILLAGE,33807357,4,1.67,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO TOPCO ARGEN NACR IT/COL FEV14 L4 3ML,901003498
MAQUILLAGE,33807357,4,1.66,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO TOPCO FUCHIA NACR ITCOL FEV14 L4 3ML,901003498
MAQUILLAGE,33807357,4,3.3,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO TOPCO GREGE NACR IT/COL FEV14 L4 3ML,901003498
MAQUILLAGE,33807357,4,3.95,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,901003498
HYGIENE,33807357,4,1.95,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LAVANDIN DE PROVENCE 200ML,901003498
MAQUILLAGE,33807357,4,8.9,MAQ_ONG Vernis CN,MAQ_ONGLES,VAO BRILL ROSE NUDE 13 CN3 5.5ML,901003498
HYGIENE,33807357,4,1.95,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 THE VERT FL200ML,901003498
MAQUILLAGE,34420528,6,1.65,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO OR ETE14 ANIM LUM4 3ML,901003498
CAPILLAIRES,34420528,6,2.95,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,901003498
CAPILLAIRES,34420528,6,2.95,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,901003498
HYGIENE,34420528,6,4.5,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GLM OLIVE PN2 FP300ML,901003498
CAPILLAIRES,34420528,6,2.95,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,BOUCLES SHAMPOING SOIN 300ML SVC,901003498
CAPILLAIRES,34578012,6,8.85,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,901003498
PARFUMAGE,34578012,6,8.5,PARF_APRES RASAGE,PARF_HOMME,ARA NATURE POUR HOMME 75ML,901003498
HYGIENE,34578012,6,4.5,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GLM OLIVE PN2 FP300ML,901003498
PARFUMAGE,34578012,6,12.5,PARF_EAUX HOMMES,PARF_HOMME,EDT NATURE HOMME VAPO 50ML,901003498
CAPILLAIRES,35088206,8,2.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC BRILLANCE SH 300ML,901003498
MAQUILLAGE,35088206,8,1.65,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO BLEU AQUAREL 55 IT/COL AOUT14 L4 3ML,901003498
MAQUILLAGE,35088206,8,1.65,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO NUANC TURQUOIS 56 IT/CO AOU14 L4 3ML,901003498
MAQUILLAGE,35088206,8,1.65,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO VERT D'EAU 66 IT/COL AOUT14 LUM4 3ML,901003498
CAPILLAIRES,35088206,8,2.95,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,901003498
HYGIENE,35088206,8,4.5,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GLM OLIVE PN2 FP300ML,901003498
PARFUMAGE,35088206,8,12.5,PARF_EAUX HOMMES,PARF_HOMME,EDT NATURE HOMME VAPO 50ML,901003498
CAPILLAIRES,35542764,9,5.9,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,901003498
HYGIENE,35542764,9,4.5,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GLM OLIVE PN2 FP300ML,901003498
PARFUMAGE,35542764,9,12.5,PARF_EAUX HOMMES,PARF_HOMME,EDT NATURE HOMME VAPO 50ML,901003498
SOINS DU VISAGE,35542764,9,3.6,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,901003498
CAPILLAIRES,35829981,11,2.95,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,901003498
HYGIENE,35829981,11,3.9,HYG_DOUCHE CULTUREBIO,HYG_CULTUREBIO,BIO GD FRAICHEUR FL200ML,901003498
HYGIENE,35917757,11,1.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM FRUITS NOIRS 200 ML,901003498
SOINS DU CORPS,35917757,11,2.5,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS FRUITS NOIRS T75 ML,901003498
HYGIENE,35917757,11,2.95,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GEL LAVANT MAINS F200ML FRUITSNOIR,901003498
PARFUMAGE,35917757,11,17.0,PARF_APRES RASAGE,PARF_HOMME,ARA NATURE POUR HOMME 75ML,901003498
MAQUILLAGE,33450567,2,9.95,MAQ_LEV BRILLANT,MAQ_LEV_BASPRIX,GLOSS SEXYPULP CORAIL 01 CN3 10ML,901005401
PARFUMAGE,33450567,2,15.9,PARF_EAUX DE COLOGNE,PARF_PARFUM,FRAICHEUR CHEVREF EDC 125ML,901005401
MAQUILLAGE,33450567,2,14.9,MAQ_LEV RAL Hydr,MAQ_LEV_RAL_HMG,RAL CR HYD ORANG/HIBISC CN3 09 3.7,901005401
PARFUMAGE,36141722,12,12.9,PARF_EAUX DE COLOGNE,PARF_PARFUM,FRAICHEUR CHEVREF EDC 125ML,901005401
MAQUILLAGE,36141722,12,14.9,MAQ_LEV RAL Hydr,MAQ_LEV_RAL_HMG,RAL CR HYD PETIT/MAUVCN3 2009 3.7,901005401
SOINS DU VISAGE,36141722,12,26.0,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,CREME NUIT AntiAge GLOBAL 50ml,901005401
MAQUILLAGE,36141722,12,4.95,MAQ_ONG Vernis CN,MAQ_ONGLES,VAO BRILL 2011 RUBIS 103 CN3 5.5,901005401
SOINS DU CORPS,36141722,12,3.9,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,901005401
PARFUMAGE,33175056,1,15.0,PARF_PARF ET EAU DE PARF,PARF_PARFUM,2013COL 10ANS EDP50ML COMMEUNE EVIDENCE,901013932
SOINS DU VISAGE,33399555,2,3.6,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,901013932
MAQUILLAGE,33055643,1,9.0,MAQ_TEINT Font teint,MAQ_TEINT,FDT FL/MAT BEIG100 TR/CLAIR CN3 30,901017505
SOINS DU VISAGE,33055643,1,14.95,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+FERMETE NUIT P50ml SV40,901017505
SOINS DU VISAGE,33055643,1,2.95,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,901017505
SOINS DU VISAGE,33055643,1,2.95,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,901017505
SOINS DU VISAGE,33055643,1,2.95,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,901017505
MAQUILLAGE,33223820,1,9.0,MAQ_TEINT Font teint,MAQ_TEINT,FDT FL/MAT BEIG300 MEDIUM CN3 30,901017505
MAQUILLAGE,33399557,2,14.9,MAQ_LEV RAL Hydr,MAQ_LEV_RAL_HMG,RAL CR HYD BEIG/GINGEMB CN3 09 3.7,901017505
MAQUILLAGE,33399557,2,10.9,MAQ_TEINT Poudres,MAQ_TEINT,PC TEINT BEIGE MOYEN  10G LUMINELLE 4,901017505
SOINS DU VISAGE,33643070,3,27.5,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J SERUM FONDAMEN AAG FL30ml,901017505
SOINS DU VISAGE,33643070,3,16.9,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+FERMETE NUIT P50ml SV40,901017505
SOINS DU VISAGE,34167428,5,15.9,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,Soin Redens Vis Ovale Lift50ml,901017505
SOINS DU VISAGE,34167428,5,11.9,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+ECLAT CR NUIT P50ml SV40,901017505
SOINS DU VISAGE,34391235,6,7.0,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,901017505
MAQUILLAGE,34732112,7,7.45,MAQ_LEV RAL Hydr,MAQ_LEV_RAL_HMG,RAL CR HYD BEIG/GINGEMB CN3 09 3.7,901017505
SOINS DU VISAGE,34972241,7,2.95,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,901017505
MAQUILLAGE,35159027,8,9.0,MAQ_TEINT Font teint,MAQ_TEINT,FDT FL/MAT BEIG200 CLAIR CN3 30,901017505
SOINS DU VISAGE,35159027,8,10.95,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+ECLAT CR NUIT P50ml SV40,901017505
SOINS DU VISAGE,35159027,8,10.95,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+ECLAT CR NUIT P50ml SV40,901017505
MAQUILLAGE,35195848,8,14.9,MAQ_LEV RAL Hydr,MAQ_LEV_RAL_HMG,RAL CR HYDR ROS/ISPAHCN3 2009 3.7,901017505
MAQUILLAGE,35439271,9,5.45,MAQ_TEINT Poudres,MAQ_TEINT,PC TEINT BEIGE MOYEN  10G LUMINELLE 4,901017505
SOINS DU VISAGE,35480109,9,5.9,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,901017505
HYGIENE,35480109,9,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LAVANDIN DE PROVENCE 200ML,901017505
MAQUILLAGE,36110573,12,18.0,MAQ_TEINT Font teint,MAQ_TEINT,FDT FL/MAT ROSE200 CLAIR CN3 30,901017505
SOLAIRES,34469800,6,8.75,SOL_PROTECTEURS SOLAIRES,SOLAIRE,CREME AR IP30 PTYL V 50ml,901019535
SOLAIRES,35045069,8,8.75,SOL_PROTECTEURS SOLAIRES,SOLAIRE,CREME AR IP30 PTYL V 50ml,901019535
MAQUILLAGE,33038653,1,9.75,MAQ_TEINT Poudres,MAQ_TEINT,POUDRE MATITE MEDIUM CN3 8G,901026225
MAQUILLAGE,33257385,1,4.45,MAQ_YEUX Fard,MAQ_YEUX_MASCA_EYEL_FARD,FAP PDRE MAUVE CHRYSTAL  2G LUMIN 4  VPM,901026225
MAQUILLAGE,33257385,1,8.95,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE VIOL/PROF23 CN3 2013 3,7G",901026225
MAQUILLAGE,33927282,4,1.65,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO OR ETE14 ANIM LUM4 3ML,901026225
PARFUMAGE,33927282,4,7.9,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT VANILLE PN2 100ML VPM,901026225
PARFUMAGE,33927282,4,12.9,PARF_EAUX PARFUMS,PARF_PARFUM,EDT  UMAJ  100ML  CERISIERS EN FLEURS,901026225
PARFUMAGE,34165859,5,17.0,PARF_APRES RASAGE,PARF_HOMME,ARA NATURE POUR HOMME 75ML,901026225
SOINS DU VISAGE,34165859,5,9.9,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,LINGETTES DEMAQ 3 THES,901026225
MAQUILLAGE,34572159,6,9.75,MAQ_TEINT Poudres,MAQ_TEINT,POUDRE MATITE MAT CN3 8G,901026225
PARFUMAGE,34572159,6,8.5,PARF_APRES RASAGE,PARF_HOMME,ARA NATURE POUR HOMME 75ML,901026225
SOINS DU VISAGE,33016381,1,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPULPEUR EXTREME  SV3 30ML,901029386
MAQUILLAGE,34186123,5,8.95,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE ROS/EQUIV73 CN3 2013 3,7G",901029386
SOINS DU VISAGE,34186123,5,16.25,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN NUIT RC2 P 50ml,901029386
SOINS DU VISAGE,34186123,5,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,901029386
SOINS DU VISAGE,35617949,10,24.5,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR FONDAMENTALE JOUR AAG 50ml,901029386
SOINS DU VISAGE,35617949,10,26.0,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,CREME NUIT AntiAge GLOBAL 50ml,901029386
MAQUILLAGE,33124565,1,7.45,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASC VOLUME NOIR CN3 2009 5ML,901046554
SOINS DU VISAGE,33124565,1,24.5,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR FONDAMENTALE JOUR AAG 50ml,901046554
SOINS DU VISAGE,33124565,1,8.9,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,LAIT DEM BIO.SPE.AC.SENS.150ML,901046554
